antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"cotton, regular, casual",button,0.08004802881729037,0.20812487492495496,0.04742845707424455,0.5925,2.846848557692308,1.0,0.0307684710886568,1.9432518406749575,0.7051828884917609,0.1970074812967581,0.48539866060146575,0.41019230769230774
"cotton, button","regular, casual",0.07064238543125875,0.24134480688413049,0.04742845707424455,0.6713881019830029,2.781862641466887,1.0,0.03037928420450309,2.308666234223293,0.6892165200231142,0.17927382753403934,0.5668494712764615,0.4339527574591632
"regular, casual","cotton, button",0.24134480688413049,0.07064238543125875,0.04742845707424455,0.19651741293532338,2.7818626414668866,1.0,0.03037928420450309,1.1566617989369472,0.8442947821121979,0.17927382753403934,0.13544304746722888,0.4339527574591632
button,"cotton, regular",0.20812487492495496,0.08445067040224134,0.04822893736241745,0.23173076923076924,2.7439778527160046,1.0,0.030652652147622375,1.191703758174805,0.8026083300039742,0.19737919737919737,0.16086527952921395,0.4014104083120671
"cotton, regular",button,0.08445067040224134,0.20812487492495496,0.04822893736241745,0.5710900473933649,2.743977852716004,1.0,0.030652652147622375,1.846250291611431,0.6941904178854046,0.19737919737919737,0.45836162922027907,0.4014104083120671
"button, regular",cotton,0.13327996798078848,0.1350810486291775,0.04822893736241745,0.36186186186186187,2.6788499610721836,1.0,0.03022533952630934,1.3553788743834536,0.7230771883871079,0.2190909090909091,0.262198918029552,0.35944944944944945
cotton,"button, regular",0.1350810486291775,0.13327996798078848,0.04822893736241745,0.35703703703703704,2.678849961072183,1.0,0.03022533952630934,1.3480092663893268,0.7245829021065627,0.2190909090909091,0.25816533689080445,0.35944944944944945
laces,"rubber, all-season",0.09165499299579748,0.239143486091655,0.057034220532319393,0.6222707423580787,2.6020810875006855,1.0,0.03511552598959816,2.0142906553180464,0.6778175886952456,0.20833333333333334,0.5035473170866173,0.43038223310372553
"rubber, all-season",laces,0.239143486091655,0.09165499299579748,0.057034220532319393,0.23849372384937237,2.602081087500685,1.0,0.03511552598959816,1.1928266850220022,0.8092093727216516,0.20833333333333334,0.16165524081853136,0.43038223310372553
button,"cotton, casual",0.20812487492495496,0.12307384430658395,0.06603962377426456,0.31730769230769235,2.578189493433396,1.0,0.04042489532142339,1.2845115520016235,0.7730144508006523,0.24905660377358493,0.22149396131025526,0.42694652908067543
"cotton, casual",button,0.12307384430658395,0.20812487492495496,0.06603962377426456,0.5365853658536586,2.578189493433396,1.0,0.04042489532142339,1.7087831646356237,0.69804157503838,0.24905660377358493,0.41478824189303304,0.42694652908067543
"button, casual","cotton, all-season",0.16850110066039622,0.10106063638182909,0.04382629577746648,0.2600950118764846,2.573653018508502,1.0,0.026797467313688195,1.214938915195024,0.735355433570161,0.1941489361702128,0.1769133513683868,0.3468791891065591
"cotton, all-season","button, casual",0.10106063638182909,0.16850110066039622,0.04382629577746648,0.4336633663366337,2.573653018508502,1.0,0.026797467313688195,1.4682060984842655,0.6801874057177245,0.1941489361702128,0.3188967127759708,0.3468791891065591
"button, all-season","cotton, casual",0.13988393035821492,0.12307384430658395,0.04382629577746648,0.313304721030043,2.545664538190447,1.0,0.026610242711566506,1.2770237142285372,0.7059224742951484,0.20000000000000004,0.21692918552878246,0.33470114100282633
"cotton, casual","button, all-season",0.12307384430658395,0.13988393035821492,0.04382629577746648,0.35609756097560974,2.5456645381904464,1.0,0.026610242711566506,1.3357863202770148,0.6923904140850179,0.20000000000000004,0.25137727133436993,0.33470114100282633
"button, all-season",cotton,0.13988393035821492,0.1350810486291775,0.047828697218330996,0.3419170243204578,2.531199067450856,1.0,0.028933029219172488,1.3143007543656628,0.7033124290562313,0.2105726872246696,0.23913914172358341,0.34799554919726594
cotton,"button, all-season",0.1350810486291775,0.13988393035821492,0.047828697218330996,0.3540740740740741,2.531199067450856,1.0,0.028933029219172488,1.331601713321571,0.6994069458777608,0.2105726872246696,0.24902469710287303,0.34799554919726594
"all-season, regular, casual",cotton,0.1713027816690014,0.1350810486291775,0.05823494096457875,0.3399532710280374,2.516661474558671,1.0,0.035095181583635,1.3103904820768568,0.7272236149941371,0.23467741935483874,0.23686869396740004,0.38553219106957426
cotton,"all-season, regular, casual",0.1350810486291775,0.1713027816690014,0.05823494096457875,0.43111111111111117,2.516661474558671,1.0,0.035095181583635,1.4566943290974588,0.6967683918766131,0.23467741935483874,0.31351418068636133,0.38553219106957426
button,"fall, casual",0.20812487492495496,0.09865919551731038,0.05163097858715229,0.2480769230769231,2.5144835387736,1.0,0.031097545859915393,1.198714113378513,0.7606047961320631,0.20235294117647062,0.16577273193059167,0.38570174754251835
"fall, casual",button,0.09865919551731038,0.20812487492495496,0.05163097858715229,0.5233265720081136,2.5144835387735998,1.0,0.031097545859915393,1.6612529219659458,0.6682311674721523,0.20235294117647062,0.3980447006127227,0.38570174754251835
cotton,button,0.1350810486291775,0.20812487492495496,0.07064238543125875,0.522962962962963,2.5127364672364676,1.0,0.04252865908057943,1.6599866752349548,0.6960507738915332,0.2591776798825257,0.39758552588474244,0.43119301994301995
button,cotton,0.20812487492495496,0.1350810486291775,0.07064238543125875,0.33942307692307694,2.5127364672364676,1.0,0.04252865908057943,1.3093387327884358,0.7602556089864055,0.2591776798825257,0.23625569536895313,0.43119301994301995
rubber,laces,0.2947768661196718,0.09165499299579748,0.06684010406243747,0.2267481330617787,2.473931050021197,1.0,0.03982233246291582,1.174707809760483,0.8448177424945796,0.20914214151534127,0.14872448136367222,0.47800288749158804
laces,rubber,0.09165499299579748,0.2947768661196718,0.06684010406243747,0.7292576419213974,2.473931050021197,1.0,0.03982233246291582,2.604775768687019,0.6559016797864945,0.20914214151534127,0.6160897947449554,0.47800288749158804
regular,"cotton, button, casual",0.29057434460676407,0.06603962377426456,0.04742845707424455,0.16322314049586778,2.471594039569246,1.0,0.02823903667796035,1.1161403014648295,0.8392744282373106,0.15339805825242717,0.1040552888489075,0.440702479338843
"cotton, button, casual",regular,0.06603962377426456,0.29057434460676407,0.04742845707424455,0.7181818181818181,2.471594039569246,1.0,0.02823903667796035,2.5173168417179332,0.6375032886439396,0.15339805825242717,0.6027516348249775,0.440702479338843
"regular, casual",cotton,0.24134480688413049,0.1350810486291775,0.08004802881729037,0.33167495854063017,2.4553774338185614,1.0,0.047446919222175685,1.294159125748402,0.7812912160379848,0.27008777852802157,0.2272974937129868,0.4621337755666114
cotton,"regular, casual",0.1350810486291775,0.24134480688413049,0.08004802881729037,0.5925925925925926,2.4553774338185614,1.0,0.047446919222175685,1.8621536558298613,0.6853019435446551,0.27008777852802157,0.46298738728176864,0.4621337755666114
leather,"formal, all-season",0.13928357014208526,0.15089053432059235,0.05143085851510906,0.36925287356321834,2.447157306625202,1.0,0.030414286194290114,1.3461963282753249,0.6870585702175858,0.21542330259849118,0.25716629959825643,0.35505083996463305
"formal, all-season",leather,0.15089053432059235,0.13928357014208526,0.05143085851510906,0.34084880636604775,2.447157306625202,1.0,0.030414286194290114,1.3057951471083857,0.6964503677836051,0.21542330259849118,0.23418309356222752,0.35505083996463305
rubber,"laces, all-season",0.2947768661196718,0.07924754852911747,0.057034220532319393,0.19348268839103872,2.4414974593182333,1.0,0.03367387652923954,1.141640034525766,0.8372035366509349,0.17992424242424243,0.12406715798522505,0.45658982904400425
"laces, all-season",rubber,0.07924754852911747,0.2947768661196718,0.057034220532319393,0.7196969696969697,2.4414974593182333,1.0,0.03367387652923954,2.5159311803298197,0.6412313112710052,0.17992424242424243,0.6025328483472638,0.45658982904400425
"regular, casual","cotton, all-season",0.24134480688413049,0.10106063638182909,0.05823494096457875,0.24129353233830847,2.3876114477119357,1.0,0.033844481193418874,1.1848315546705075,0.7660547090640611,0.20492957746478876,0.15599817032380395,0.4087655780503424
"cotton, all-season","regular, casual",0.10106063638182909,0.24134480688413049,0.05823494096457875,0.5762376237623763,2.3876114477119357,1.0,0.033844481193418874,1.7902844510444587,0.6465078811357649,0.20492957746478876,0.4414295452230531,0.4087655780503424
regular,"button, fall",0.29057434460676407,0.058635181108665196,0.04062437462477486,0.13980716253443526,2.3843562839063925,1.0,0.023586495303225558,1.0943648655165878,0.8184079429155059,0.13164721141374836,0.08622797431644834,0.41631996351977735
"button, fall",regular,0.058635181108665196,0.29057434460676407,0.04062437462477486,0.6928327645051194,2.3843562839063925,1.0,0.023586495303225558,2.30957463366909,0.6167636389531181,0.13164721141374836,0.5670198375830978,0.41631996351977735
"cotton, button",regular,0.07064238543125875,0.29057434460676407,0.04822893736241745,0.6827195467422097,2.349552048946847,1.0,0.02770207251427102,2.2359576460161814,0.618047290753071,0.1540920716112532,0.5527643371144773,0.4243487540873583
regular,"cotton, button",0.29057434460676407,0.07064238543125875,0.04822893736241745,0.16597796143250687,2.3495520489468467,1.0,0.02770207251427102,1.1143082215968723,0.809650668055645,0.1540920716112532,0.10258222938807857,0.4243487540873583
fall,"button, casual",0.13087852711626977,0.16850110066039622,0.05163097858715229,0.3944954128440367,2.341203774325002,1.0,0.029577802715249325,1.3732330307275276,0.6591360596308415,0.20840064620355414,0.2717914748451628,0.35045435725337226
"button, casual",fall,0.16850110066039622,0.13087852711626977,0.05163097858715229,0.30641330166270786,2.3412037743250016,1.0,0.029577802715249325,1.2530826715207206,0.688959785072622,0.20840064620355414,0.2019680562764336,0.35045435725337226
fall,"button, regular",0.13087852711626977,0.13327996798078848,0.04062437462477486,0.3103975535168195,2.328913776161482,1.0,0.02318088872134567,1.2568401351232024,0.6565426046556998,0.18173679498657114,0.20435386167710623,0.30760117916081214
"button, regular",fall,0.13327996798078848,0.13087852711626977,0.04062437462477486,0.30480480480480476,2.328913776161482,1.0,0.02318088872134567,1.25018337136191,0.6583617021518596,0.18173679498657114,0.2001173404581187,0.30760117916081214
regular,"button, casual",0.29057434460676407,0.16850110066039622,0.11386832099259556,0.3918732782369146,2.325642246258744,1.0,0.06490622410268254,1.3673118933647843,0.8034827140877644,0.32985507246376816,0.2686379714440102,0.5338226248666759
"button, casual",regular,0.16850110066039622,0.29057434460676407,0.11386832099259556,0.6757719714964371,2.325642246258744,1.0,0.06490622410268254,2.1880454279893944,0.6855225563035199,0.32985507246376816,0.5429710977623967,0.5338226248666759
button,"cotton, all-season, casual",0.20812487492495496,0.09165499299579748,0.04382629577746648,0.2105769230769231,2.2974953812562986,1.0,0.024750611823968507,1.1506441014425952,0.71317231009609,0.17122752150117282,0.1309215432067382,0.34437143097077594
"cotton, all-season, casual",button,0.09165499299579748,0.20812487492495496,0.04382629577746648,0.4781659388646288,2.2974953812562986,1.0,0.024750611823968507,1.5174845493069904,0.6217278764155603,0.17122752150117282,0.34101470722935306,0.34437143097077594
"leather, all-season",formal,0.12247348409045428,0.18391034620772465,0.05143085851510906,0.41993464052287577,2.2833660486320024,1.0,0.02890671765476736,1.406892586255979,0.6404935467125724,0.2017268445839874,0.28921368285748167,0.3497932179763454
formal,"leather, all-season",0.18391034620772465,0.12247348409045428,0.05143085851510906,0.279651795429815,2.2833660486320024,1.0,0.02890671765476736,1.2181976859831911,0.6887111825244311,0.2017268445839874,0.17911517029938095,0.3497932179763454
"button, all-season, casual",regular,0.10926555933560136,0.29057434460676407,0.07244346607964779,0.663003663003663,2.2817006226097134,1.0,0.040693697787613926,2.1051435208951452,0.6306373513432326,0.22127139364303175,0.5249730053679278,0.4561574788847516
regular,"button, all-season, casual",0.29057434460676407,0.10926555933560136,0.07244346607964779,0.2493112947658402,2.2817006226097134,1.0,0.040693697787613926,1.1865563374722081,0.7918101130687529,0.22127139364303175,0.15722501459108146,0.4561574788847516
"cotton, all-season",button,0.10106063638182909,0.20812487492495496,0.047828697218330996,0.47326732673267324,2.2739584920030467,1.0,0.026795464911526463,1.5033719479808185,0.6232213847397697,0.18300153139356815,0.3348286155378236,0.35153750952018276
button,"cotton, all-season",0.20812487492495496,0.10106063638182909,0.047828697218330996,0.2298076923076923,2.2739584920030467,1.0,0.026795464911526463,1.1671622199287113,0.7074830579355689,0.18300153139356815,0.14322106822385094,0.35153750952018276
"all-season, regular","cotton, casual",0.20852511506904142,0.12307384430658395,0.05823494096457875,0.2792706333973129,2.2691306586770286,1.0,0.03257095341855904,1.2167204450499862,0.7066586729573684,0.21303074670571012,0.17811852010186502,0.376220682552315
"cotton, casual","all-season, regular",0.12307384430658395,0.20852511506904142,0.05823494096457875,0.47317073170731705,2.269130658677028,1.0,0.03257095341855904,1.5023365871374674,0.6377989620142382,0.21303074670571012,0.33437020135055967,0.376220682552315
button,"regular, casual",0.20812487492495496,0.24134480688413049,0.11386832099259556,0.5471153846153847,2.266944922821789,1.0,0.0636384632460485,1.6751622098524508,0.705764916614591,0.33929636255217654,0.4030428849704767,0.5094615065697156
"regular, casual",button,0.24134480688413049,0.20812487492495496,0.11386832099259556,0.4718076285240464,2.2669449228217884,1.0,0.0636384632460485,1.499217269765313,0.736668893443402,0.33929636255217654,0.3329852716034015,0.5094615065697156
leather,formal,0.13928357014208526,0.18391034620772465,0.05763458074844907,0.41379310344827586,2.249971858466849,1.0,0.03201889114257027,1.3921529388221168,0.6454506703867317,0.21703089675960816,0.28168811621653617,0.3635886083073806
formal,leather,0.18391034620772465,0.13928357014208526,0.05763458074844907,0.3133841131664853,2.249971858466849,1.0,0.03201889114257027,1.253563231441242,0.680746280856629,0.21703089675960816,0.20227398593185933,0.3635886083073806
"rubber, all-season",leather,0.239143486091655,0.13928357014208526,0.0748449069441665,0.3129707112970711,2.2470037993555523,1.0,0.041536148425096675,1.252808932619011,0.7293923547133931,0.24653922214897822,0.20179368620122395,0.42516351656807577
leather,"rubber, all-season",0.13928357014208526,0.239143486091655,0.0748449069441665,0.5373563218390804,2.2470037993555523,1.0,0.041536148425096675,1.6445842660876027,0.6447685962846595,0.24653922214897822,0.3919435929063348,0.42516351656807577
"cotton, casual",regular,0.12307384430658395,0.29057434460676407,0.08004802881729037,0.6504065040650405,2.2383480033147434,1.0,0.044285927169669816,2.029287339845767,0.630887722501141,0.23995200959808036,0.5072161638400585,0.4629442988644762
regular,"cotton, casual",0.29057434460676407,0.12307384430658395,0.08004802881729037,0.2754820936639118,2.2383480033147434,1.0,0.044285927169669816,1.2103581540559314,0.7798448519040903,0.23995200959808036,0.1737982706614713,0.4629442988644762
button,regular,0.20812487492495496,0.29057434460676407,0.13327996798078848,0.6403846153846154,2.2038580737444375,1.0,0.07280421885310495,1.9727344428047204,0.6898187042235564,0.3647316538882804,0.49308940002169915,0.5495311506675143
regular,button,0.29057434460676407,0.20812487492495496,0.13327996798078848,0.45867768595041325,2.2038580737444375,1.0,0.07280421885310495,1.4628532844897781,0.769989453487338,0.3647316538882804,0.3164044469785734,0.5495311506675143
"cotton, all-season, casual",regular,0.09165499299579748,0.29057434460676407,0.05823494096457875,0.6353711790393013,2.1866045328232704,1.0,0.03160235144488735,1.9456104800604912,0.5974271093819203,0.17974058060531192,0.48602250540462305,0.41789220108989855
regular,"cotton, all-season, casual",0.29057434460676407,0.09165499299579748,0.05823494096457875,0.20041322314049587,2.1866045328232704,1.0,0.03160235144488735,1.1360180449354884,0.7649426373722248,0.17974058060531192,0.11973229258274022,0.41789220108989855
cotton,"all-season, regular",0.1350810486291775,0.20852511506904142,0.06123674204522714,0.45333333333333337,2.173998720409469,1.0,0.033068950836181124,1.4478199114590706,0.624356915371424,0.21686746987951805,0.309306363253266,0.3734996801023672
"all-season, regular",cotton,0.20852511506904142,0.1350810486291775,0.06123674204522714,0.29366602687140114,2.173998720409469,1.0,0.033068950836181124,1.2245184066961916,0.6822934483527927,0.21686746987951805,0.1833524146868097,0.3734996801023672
fall,button,0.13087852711626977,0.20812487492495496,0.058635181108665196,0.4480122324159021,2.1526126205598684,1.0,0.031396104022229226,1.434588176728752,0.6160798554655053,0.2091363311920057,0.3029358416432304,0.36487150082333564
button,fall,0.20812487492495496,0.13087852711626977,0.058635181108665196,0.28173076923076923,2.1526126205598684,1.0,0.031396104022229226,1.2100218631848452,0.6761776124050264,0.2091363311920057,0.17356865158787793,0.36487150082333564
regular,cotton,0.29057434460676407,0.1350810486291775,0.08445067040224134,0.290633608815427,2.1515498418528725,1.0,0.045199583228023664,1.2192838032916837,0.7544395350236299,0.2475073313782991,0.17984640056702653,0.4579093970003061
cotton,regular,0.1350810486291775,0.29057434460676407,0.08445067040224134,0.6251851851851852,2.151549841852872,1.0,0.045199583228023664,1.8927364323732578,0.6188079943680628,0.2475073313782991,0.471664420414773,0.4579093970003061
"button, all-season","regular, casual",0.13988393035821492,0.24134480688413049,0.07244346607964779,0.5178826895565093,2.1458207294476592,1.0,0.03868320592115125,1.5735904450682279,0.6208206823680036,0.23460790667530784,0.36451063036504266,0.4090242635178898
"regular, casual","button, all-season",0.24134480688413049,0.13988393035821492,0.07244346607964779,0.3001658374792703,2.1458207294476592,1.0,0.03868320592115125,1.2290284123080484,0.7038478746551516,0.23460790667530784,0.18634916004744384,0.4090242635178898
athletic,rubber,0.0640384230538323,0.2947768661196718,0.04042425455273164,0.63125,2.14145027155465,1.0,0.02154720889367721,1.9124695156076696,0.5694963980041367,0.12696417347580138,0.47711584846765037,0.38419254921928037
rubber,athletic,0.2947768661196718,0.0640384230538323,0.04042425455273164,0.13713509843856075,2.14145027155465,1.0,0.02154720889367721,1.0847139282782887,0.7558270866814264,0.12696417347580138,0.07809794460070305,0.38419254921928037
regular,"button, all-season",0.29057434460676407,0.13988393035821492,0.08665199119471682,0.29820936639118456,2.131834340281473,1.0,0.0460053098098603,1.2256020933462923,0.7483806030677824,0.25203725261932475,0.18407450066466943,0.45883286631433334
"button, all-season",regular,0.13988393035821492,0.29057434460676407,0.08665199119471682,0.6194563662374821,2.1318343402814723,1.0,0.0460053098098603,1.8642426057138042,0.6172659929909932,0.25203725261932475,0.463589128938984,0.45883286631433334
"cotton, all-season",regular,0.10106063638182909,0.29057434460676407,0.06123674204522714,0.605940594059406,2.0853203502168403,1.0,0.03187111386303465,1.800301286299418,0.5789682747542472,0.1853422168382798,0.4445374184809174,0.4083421978561493
regular,"cotton, all-season",0.29057434460676407,0.10106063638182909,0.06123674204522714,0.21074380165289255,2.08532035021684,1.0,0.03187111386303465,1.138970293170667,0.7336320141596836,0.1853422168382798,0.12201397525812646,0.4083421978561493
rubber,leather,0.2947768661196718,0.13928357014208526,0.08525115069041425,0.2892057026476579,2.076380597888429,1.0,0.04419357638197087,1.2109219686539718,0.7350761778388835,0.24440619621342513,0.17418295655204521,0.4506373340824496
leather,rubber,0.13928357014208526,0.2947768661196718,0.08525115069041425,0.6120689655172413,2.0763805978884284,1.0,0.04419357638197087,1.8179085228915124,0.6022805046975646,0.24440619621342513,0.4499173157462131,0.4506373340824496
rubber,"leather, all-season",0.2947768661196718,0.12247348409045428,0.0748449069441665,0.25390359809911744,2.0731311759824997,1.0,0.0387425571212249,1.1761570135894095,0.7340057785574244,0.21858562244301577,0.14977338191591558,0.43250735460511425
"leather, all-season",rubber,0.12247348409045428,0.2947768661196718,0.0748449069441665,0.611111111111111,2.0731311759824997,1.0,0.0387425571212249,1.8134309156922723,0.5898828651394216,0.21858562244301577,0.4485590868962037,0.43250735460511425
"button, casual","all-season, regular",0.16850110066039622,0.20852511506904142,0.07244346607964779,0.4299287410926366,2.0617599992705427,1.0,0.03730675467517853,1.3883788606497234,0.6193363517295942,0.23784494086727992,0.27973550423259297,0.38866878513365033
"all-season, regular","button, casual",0.20852511506904142,0.16850110066039622,0.07244346607964779,0.3474088291746641,2.061759999270542,1.0,0.03730675467517853,1.2741497839880398,0.6506555098448709,0.23784494086727992,0.2151629168196863,0.38866878513365033
button,"all-season, regular, casual",0.20812487492495496,0.1713027816690014,0.07244346607964779,0.34807692307692306,2.031939701653487,1.0,0.036791096070490005,1.271157975021001,0.6413377509888762,0.2359843546284224,0.2133157171251834,0.38548705966930263
"all-season, regular, casual",button,0.1713027816690014,0.20812487492495496,0.07244346607964779,0.42289719626168226,2.031939701653487,1.0,0.036791096070490005,1.3721560871745722,0.612840734282295,0.2359843546284224,0.27121993674996875,0.38548705966930263
button,"all-season, regular",0.20812487492495496,0.20852511506904142,0.08665199119471682,0.41634615384615387,1.99662354200502,1.0,0.04325272770226073,1.3560689955983476,0.6303449145286424,0.26258338386901153,0.2625743946319168,0.4159465893990846
"all-season, regular",button,0.20852511506904142,0.20812487492495496,0.08665199119471682,0.41554702495201534,1.99662354200502,1.0,0.04325272770226073,1.3548996392909638,0.6306636730189225,0.26258338386901153,0.26193795392600977,0.4159465893990846
regular,"fall, casual",0.29057434460676407,0.09865919551731038,0.05183109865919552,0.17837465564738292,1.8079881425354412,1.0,0.02316326758232246,1.0970216664785124,0.6299448350224092,0.1536180308422301,0.08844097563720525,0.3518648126107097
"fall, casual",regular,0.09865919551731038,0.29057434460676407,0.05183109865919552,0.5253549695740365,1.807988142535441,1.0,0.02316326758232246,1.4946446500378858,0.4958158170857994,0.1536180308422301,0.33094464963651915,0.3518648126107097
"regular, casual",fall,0.24134480688413049,0.13087852711626977,0.05183109865919552,0.21475953565505804,1.640907338942393,1.0,0.020244245807039957,1.106822065784349,0.5148334451948274,0.16177389131792627,0.0965124106995913,0.30539200024343116
fall,"regular, casual",0.13087852711626977,0.24134480688413049,0.05183109865919552,0.39602446483180426,1.640907338942393,1.0,0.020244245807039957,1.2561025222728575,0.4493975571571703,0.16177389131792627,0.20388663961079553,0.30539200024343116
"pull-on, casual","all-season, regular",0.18951370822493496,0.20852511506904142,0.06223734240544326,0.32840549102428723,1.574896582196126,1.0,0.02271897459067796,1.1785011258327325,0.4503933944662777,0.18533969010727055,0.15146453568858745,0.3134349911935256
"all-season, regular","pull-on, casual",0.20852511506904142,0.18951370822493496,0.06223734240544326,0.29846449136276393,1.574896582196126,1.0,0.02271897459067796,1.1553033051020762,0.4612119462929013,0.18533969010727055,0.13442643539252624,0.3134349911935256
regular,fall,0.29057434460676407,0.13087852711626977,0.05903542125275165,0.20316804407713498,1.552340544730036,1.0,0.021005479012842963,1.0907211569811377,0.5015486122731945,0.16289342904472667,0.08317538942054882,0.32711919023428615
fall,regular,0.13087852711626977,0.29057434460676407,0.05903542125275165,0.4510703363914373,1.5523405447300358,1.0,0.021005479012842963,1.2923798847553654,0.4093920862326674,0.16289342904472667,0.2262337012547284,0.32711919023428615
"cotton, button, regular",casual,0.04822893736241745,0.652791675005003,0.04742845707424455,0.9834024896265561,1.5064568487626917,1.0,0.015945008269720687,20.91930158094864,0.3532264818501523,0.07256582976117576,0.9521972568668016,0.5280286513123583
casual,"cotton, button, regular",0.652791675005003,0.04822893736241745,0.04742845707424455,0.07265481299816064,1.5064568487626917,1.0,0.015945008269720687,1.0263395723384445,0.9682680966451439,0.07256582976117576,0.025663603984821006,0.5280286513123583
"pull-on, all-season, casual",regular,0.14528717230338203,0.29057434460676407,0.06223734240544326,0.42837465564738286,1.4742342660261516,1.0,0.020020617533618022,1.2410675320855162,0.3763623811527831,0.1665773968934119,0.1942420745472418,0.32128099173553715
regular,"pull-on, all-season, casual",0.29057434460676407,0.14528717230338203,0.06223734240544326,0.21418732782369143,1.4742342660261516,1.0,0.020020617533618022,1.0876801277962218,0.45343969813922047,0.1665773968934119,0.08061205271247625,0.32128099173553715
